;Rating;User_ID;Item_ID
191;5.0;A2FQJ5S0CGRYFP;B00028B4XW
192;5.0;A1C1OG0NTGIE9P;B00028B4XW
193;2.0;A1CNS9Z704KOJA;B00028B4XW
194;4.0;A3CT5U6P8KM9AM;B00028B4XW
195;4.0;A29LXCIELGT347;B00028B4XW
196;5.0;A1WNXASKHYO9RR;B00028B4XW
197;4.0;A192NXERQ6IPOL;B00028B4XW
198;5.0;A2GPRA9HHLOC4B;B00028B4XW
199;5.0;A2IFY6958MRGEM;B00028B4XW
200;5.0;A2UL2YKIH06ZSC;B000297L38
201;5.0;A24G85HUDLJ8JA;B0002A6SUE
202;5.0;AKW8QX3EJSQL3;B0002A6SUE
203;4.0;A185A4DG5KF8P;B0002A6SUE
204;5.0;A2NGDDHTP5TISL;B0002A6SUE
205;5.0;A3JJY85ZCNVBLR;B0002A6SUE
206;4.0;A2P996BAWY6KFS;B0002A6SUE
207;4.0;A2UL379FZ2Y51W;B0002AHYW0
208;4.0;A1F1A0QQP2XVH5;B0002AHYW0
209;5.0;A3CPVV7BIODZLI;B0002AHYW0
210;5.0;A3J5VEQ4VDUS2F;B0002AHYW0
211;5.0;A2CV9JWP8HZQ3L;B0002AHYW0
212;4.0;A2UL2YKIH06ZSC;B0002AHYW0
213;5.0;A1YAP371XWJC6L;B0002LIG3A
214;4.0;A1FHLZ9WYOBGH4;B0002LIG3A
215;3.0;A278N8QX9TY2OS;B0002M0GBE
216;2.0;A24PK4Q70CS0N0;B0002M34U4
217;5.0;AOSWPBQKHTH9Q;B0002M34U4
218;5.0;A1LN2TAD9N2LJM;B0002M34U4
219;5.0;A2XEZKFMQCT4TC;B0002M34U4
220;5.0;AJA97NRAB4PKP;B0002M34U4
221;5.0;A2N18FVED84G4R;B0002MGS9S
222;4.0;A2BYZFC6T5MINP;B0002MKYSY
223;4.0;A2SH7OWE8QJYNC;B0002MKYSY
224;5.0;AX329NHW6B7BA;B0002MKYSY
225;4.0;A24RCBRDXRXR0Y;B0002MKYSY
226;5.0;A1DH3QDZX8Z7GO;B0002MKYSY
227;5.0;AWGR8ILVXDV06;B0002MNQMU
228;4.0;A31UMRZX5N3KKW;B0002MNQMU
229;5.0;A2U8J1RO2SDQ99;B0002MNQMU
230;5.0;A24G85HUDLJ8JA;B0002MM4JG
231;4.0;A1RS06313BL6WN;B0002MM4JG
232;5.0;A2FQJ5S0CGRYFP;B0002MM4JG
233;5.0;AQ4FSW442ZHET;B0002MM4JG
234;4.0;A2BVLVRF25AL15;B0002MM4JG
235;4.0;A2BVLVRF25AL15;B0002MM4JG
236;5.0;A2JR4PDLT3KNNA;B0002MM4JG
237;5.0;A1IQBREBYN1OPI;B0002MM4JG
238;5.0;A2ALX5U55NTGTL;B0002MM4JG
239;5.0;A1FDSZISWIXH1A;B0002MM4JG
240;4.0;A1UUI7PFQ5FU4E;B0002MM4JG
241;4.0;A3AZI828WJN1CD;B0002MM4JG
242;4.0;A1501C38OCSEMA;B0002MM4JG
243;4.0;A3NHUQ33CFH3VM;B0002MM4JG
244;5.0;A2OCDK0BOW6UCY;B0002MM4JG
245;5.0;AZKJPAN0VWTMU;B0002NYPC4
246;5.0;ATXMW8O98XDJO;B0002NYPC4
247;4.0;A2P2G0ZPHAFL3Z;B0002NYQO6
248;4.0;A3QCB1K6169WEA;B0002NYQO6
249;4.0;AENH50GW3OKDA;B0002NYQO6
250;4.0;A3MPHEJ0N39W87;B0002NYQO6
251;5.0;ATXMW8O98XDJO;B0002NYQO6
252;3.0;A2YZ16LIEKW140;B0002NYQO6
253;5.0;A2INMC9FOWFLP8;B0002NYQO6
254;5.0;A2NGDDHTP5TISL;B0002NYQO6
255;5.0;A2BYZFC6T5MINP;B0002THZL6
256;5.0;A1Z5I82R8CCY6U;B0002THZL6
257;4.0;A3V754FRJP90RV;B0002THZL6
258;3.0;ABXEHWDIALHM4;B0002THZL6
259;5.0;A2LAS014NSRW72;B0002THZL6
260;5.0;A1RR8MILLMBI8N;B0002TORZS
261;3.0;A3CDLNPODR4DPX;B0002TOTEM
262;5.0;A1FN5S82JA5P75;B0002TORZS
263;5.0;A3J5VEQ4VDUS2F;B0002TORZS
264;5.0;A1DZUL4ROY7HTE;B0002TOTEM
265;5.0;A1RR8MILLMBI8N;B0002TOTEM
266;5.0;A1XTPZJGR8KEYN;B0002TORZS
267;4.0;A2IFY6958MRGEM;B0002TOTEM
268;5.0;A1DZUL4ROY7HTE;B0002TOSWK
269;5.0;A17AK1Z8KN613L;B0002TORZS
270;5.0;A24G85HUDLJ8JA;B0002XSXWW
271;4.0;A2NMT8TP6SYVSS;B0002XSXWW
272;5.0;A2ZZ1RVAGF3H2T;B0002XSXWW
273;5.0;A2G4NDKWCF7I4E;B0002XSXWW
274;5.0;A34NS8YZA81R9O;B0002XSXWW
275;5.0;A2G4NDKWCF7I4E;B0002XSXWW
276;1.0;A11LNNUFT24J3O;B0002XSXWW
277;4.0;A3S0Z1SPS84QFU;B0002XSXWW
278;5.0;AHF3SIVOS6P4M;B0002XSXWW
279;5.0;A3CRYAI6WIJFG0;B0002XSXWW
280;2.0;A18L008KVHQ1AM;B00062NHE8
281;4.0;A3VX9A5C3DR2KC;B00062NHE8
282;5.0;A20O95CT3UCL8K;B00062NPDQ
283;5.0;AZ0RVPZMJNK4R;B00062NPDQ
284;4.0;A1RRMZKOMZ2M7J;B00062NPDQ
285;5.0;A10S5OYL93RPB3;B0006AAW0W
286;5.0;A2173OAO239WYU;B0006AAW0W
287;4.0;AMW2I30QL5L93;B0006SFF42
288;5.0;A3NSJERAQ3QO3R;B0006SCZUE
289;3.0;A3SRVI2KSGSNAQ;B0006SCZUE
290;5.0;A10L9Y2LNWRPN7;B0006SCZUE
291;5.0;A10L9Y2LNWRPN7;B0006SCZUE
292;2.0;A249G4SVEWV9UX;B0006SCZUE
293;4.0;A3SRVI2KSGSNAQ;B0006SCZUE
294;5.0;A1XTPZJGR8KEYN;B0006SCZUE
295;5.0;A1XTPZJGR8KEYN;B0006SCZUE
296;5.0;AULBF5I0N9YNJ;B0006SCZUE
297;3.0;AULBF5I0N9YNJ;B0006SCZUE
298;5.0;A1XTPZJGR8KEYN;B0006SCZUE
299;5.0;A1079CQTAUIX6J;B0006TVYR8
300;5.0;A2PVHJ9IWN1N6N;B0006TVYR8
301;5.0;A1DCKDK0Q9WBFF;B0006TVYR8
302;5.0;A2PQAJDYMZSBXW;B0006TVYR8
303;5.0;A2G4NDKWCF7I4E;B0006TVYR8
304;4.0;A21LAYA3NM6VO9;B0006TVYR8
305;5.0;A1H2WJSALF3E9U;B0006TVYR8
306;5.0;A1H2WJSALF3E9U;B0006TVYR8
307;5.0;A11F1MB7XU6OHZ;B0006TVYR8
308;5.0;AHSQ2GX1OJQLP;B0006TVYR8
309;4.0;AQ72NSICLYOUO;B0006TVYR8
310;5.0;A2BDMG6VC2Y7O;B0006TVYR8
311;5.0;A2BDMG6VC2Y7O;B0006TVYR8
312;5.0;A1XQ0F01CF84Y3;B0006TVYR8
313;5.0;A22I18GCY7RWXF;B0006TVYR8
314;3.0;A42NL4QWMQPM4;B0006TVYR8
315;5.0;A11F1MB7XU6OHZ;B0006TVYR8
316;5.0;A22PV02T6T5B4V;B0006UD754
317;5.0;A3T1LD0C65QCWK;B0006U3ES4
318;3.0;A3I530Q248TXUN;B0006U3ES4
319;1.0;A1WX42M589VAMQ;B0006UH8RC
320;4.0;A3AJNP76RWQKKM;B0006UZD6K
321;2.0;A12QX005H0JKFW;B0006UZD6K
322;3.0;A178FK4IGBGISN;B0006UZD6K
323;3.0;A3DRSC40DBV8KB;B0006UZD6K
324;2.0;A127B86BN2J359;B00075ZYTK
325;4.0;A26BU3ZU0R5IPF;B00075ZYTK
326;5.0;A2FNBD43DEZPM3;B00075ZYTK
327;5.0;A39BGN8JA7CIFX;B00075ZYTK
328;3.0;AR74YY08IP2WE;B00075ZYTK
329;4.0;A2BYZFC6T5MINP;B00075ZYTK
330;5.0;A1H2WJSALF3E9U;B00075ZYTK
331;5.0;ANO8EM4Q4T5HD;B00075ZYTK
332;5.0;A3QKLJFC4QHX6O;B00075ZYTK
333;5.0;A1WNXASKHYO9RR;B00075ZYTK
334;4.0;A31UMRZX5N3KKW;B00075ZYTK
335;5.0;A27CTW0GPEE0AZ;B00075ZYTK
336;5.0;A1W511P7B2QSQE;B00075ZYTK
337;5.0;A2E8VUHBXRGRR8;B00075ZYTK
338;1.0;A11LNNUFT24J3O;B00075ZYTK
339;5.0;A20Z31HMST454F;B00075ZYTK
340;5.0;A19A8X201H0TNB;B00075ZYTK
341;5.0;ATZFZONPLXQJN;B00075ZYTK
342;5.0;A1FDSZISWIXH1A;B000783NRW
343;5.0;A1FDSZISWIXH1A;B000783NUY
344;3.0;A20H029MKU5W5J;B000783QR4
345;4.0;A3UB838MLZHZ81;B000783QR4
346;5.0;A1VL90C0FWJYOW;B000783QR4
347;5.0;AA7J8YOTRE1XM;B000783QR4
348;5.0;ATSXHFPFZ4MAV;B000783QR4
349;5.0;A23PIY1ORQZIF1;B00078ZTLU
350;4.0;A1QD6UY0N5GGB3;B00078ZTLU
351;4.0;A1D38EKIQ3Q2QU;B00078ZTLU
352;5.0;A2PX3BHA4QTPAY;B00078ZTLU
353;5.0;AY6E75WYI0L94;B00078ZTLU
354;1.0;AZ8NQPFR743F0;B00078ZTLU
355;4.0;A2QYU76ARFVU5K;B00078ZTLU
356;3.0;A2P996BAWY6KFS;B00078ZTLU
357;2.0;A33YZNZIRA3H97;B00078ZTLU
358;5.0;A2ROO3WSRRFQZO;B0007CKM4A
359;5.0;A3RI4UVJYKWPFW;B0007CKOMA
360;5.0;A2A50KX89YENZ;B0007CKOMA
361;5.0;A34NS8YZA81R9O;B0007CKOMA
362;5.0;AHF3SIVOS6P4M;B0007CKOMA
363;5.0;A2PQAJDYMZSBXW;B0007CKOMA
364;2.0;AR74YY08IP2WE;B0007CKOMA
365;5.0;A8CZOOH92SXFL;B0007CKOMA
366;4.0;A2GQY4L0RZ69GU;B0007CKOMA
367;5.0;A3KM6XJF5MG44G;B0007CKOMA
368;5.0;A3105TJ2LX0GRC;B0007CKOMA
369;4.0;A3SGQFYVD33OAS;B0007CKOMA
370;4.0;A3W4D8XOGLWUN5;B0007CKOMA
371;3.0;A1A9PPVZYCUL3G;B0007KPP7G
372;2.0;A19H1MESR21TBA;B0007KPP7G
373;5.0;AH49S92W0OJ8P;B0007KPP7G
374;5.0;A21L182DEFH3G0;B0007KPP7G
375;4.0;A13L8IKMX82OK;B0007KPP7G
376;5.0;AGWBVNMKLSVR0;B0007KPP7G
377;5.0;A6Z3Z07CXZM6E;B0007KPP7G
378;4.0;AQ0UUWWVVIC53;B0007KPP7G
379;4.0;AYISL4Y44242A;B0007KPP7G
380;4.0;A3R1OVYKKQXHHS;B0007KPP7G
381;4.0;ATTN5ZQAC0OL6;B0007KPP7G
382;4.0;A36DZXZ1GF78LT;B0007KPP7G
383;5.0;A2L2LV2EHDVHYB;B0007KPP7G
384;5.0;AD2US60HG7TGM;B0007KPP7G
385;1.0;AVKR66CUQ1HQK;B0007KPP7G
386;5.0;ARTC13N4KKVPT;B0007KPP7G
387;4.0;A3GILL2JJXZP65;B0007KPP7G
388;5.0;A2UN7LYKA3OKBJ;B0007KPP7G
389;5.0;A3AK9E9N94TVEU;B0007KPP7G
390;1.0;A1MBI82W8KJJMK;B0007KPP7G
391;5.0;A1I9FPLH9B268Z;B0007KPP7G
392;5.0;A3LLSWP5QOWMJ9;B0007KPP7G
393;3.0;A1255Z9XFM21CY;B0007KPP7G
394;5.0;A2DTYFL3G51QLX;B0007KPP7G
395;4.0;A3C9BKXMY977W6;B0007KPP7G
396;4.0;A13YM2JGO674WI;B0007KPP7G
397;4.0;A2M0TU6EEYN6WR;B0007KPP7G
398;3.0;ACZ10WX6UJC7K;B0007KPP7G
399;5.0;AOG7U8OU62O0W;B0007KPP7G
400;5.0;A11CN498N0W0VG;B0007KPP7G
401;4.0;AA4IXCY6A3SH1;B0007KPP7G
402;3.0;A3TNE44DTTQ8MF;B0007KPP7G
403;3.0;A20PRDJSJTQEA0;B0007KPP7G
404;2.0;A2ABNETVWUNV0R;B0007KPP7G
405;5.0;A271CJWRJQCMC9;B0007KPP7G
406;5.0;A1OGEMFJ2Q9B4X;B0007KPP7G
407;3.0;A22XC08DTSV51G;B0007KPP7G
408;5.0;A1B75LXU1QLKB1;B0007KPP7G
409;4.0;A3UTKQJ2104N23;B0007KPP7G
410;4.0;A3CVQCROJBK463;B0007KPP7G
411;5.0;A2GJRTPQRPZ0G4;B0007KPP7G
412;5.0;A1OGEMFJ2Q9B4X;B0007KPP7G
413;4.0;A3PIRB0JTOJ19S;B0007KPP7G
414;3.0;AHXRGAB4F0NY7;B0007KPP7G
415;4.0;A2XXDFWHMRTI76;B0007KPP7G
416;4.0;A17RZ6IZIVMKJP;B0007KPP7G
417;5.0;AXOUBKD8SKIRQ;B0007KPP7G
418;5.0;A3REY6QJFSCRFD;B0007KPP7G
419;3.0;A21TUBWXQ871SS;B0007KPP7G
420;5.0;A3G2MMINV5SE77;B0007KPP7G
421;4.0;ARWJ4L5LU7K8K;B0007KPP7G
422;3.0;A332RJMG8BRG1B;B0007KPP7G
423;4.0;A2P4SD3WRG51CH;B0007KPP7G
424;3.0;A17MXLYP98416Z;B0007KPP7G
425;4.0;A1TV6367GN6JD2;B0007KPP7G
426;5.0;A2J4FGN4MHHXLI;B0007KPP7G
427;5.0;ADCLVJHB1ZP21;B0007KPP7G
428;5.0;A2U85EWEWVABXX;B0007KPP7G
429;2.0;A1XFRNSU3UCFC4;B0007KPP7G
430;4.0;A2SY7282QZOI6M;B0007KPP7G
431;4.0;ACI5TQ0HABG7R;B0007KPP7G
432;4.0;ABJLX2B14F9YB;B0007KPP7G
433;3.0;A991MH5Z3TI5Y;B0007KPP7G
434;5.0;A3FOADV3TYYQVW;B0007KPP7G
435;2.0;A1K67LCR7SEJ51;B0007KPP7G
436;5.0;AO6V23IDOJDMP;B0007KPP7G
437;5.0;A1V4649ZRYW032;B0007KPP7G
438;5.0;ABGEO3M89S2XN;B0007KPP7G
439;2.0;A3T2PG0LGM12ZT;B0007KPP7G
440;5.0;A13CNLHYTH7IQG;B0007KPP7G
441;5.0;A1BLBGJSMQUIJO;B0007KPP7G
442;1.0;A3BPO8XPU4DIDH;B0007KPP7G
443;3.0;A3N3A22WOB8CYG;B0007KPP7G
444;3.0;A125A0GJWV950;B0007KPP7G
445;5.0;AS1T4UJI0MO46;B0007KPP7G
446;5.0;A27E4DJ9GEILWR;B0007KPP7G
447;4.0;A1MIHN7TW2S9HO;B0007KPP7G
448;4.0;A394D4HHBDVBWL;B0007KPP7G
449;5.0;A2FCUKYHXG304C;B0007KPP7G
450;5.0;AK3T9NYVFUHCH;B0007KPP7G
451;5.0;A3FLJM5FHDBHDK;B0007KPP7G
452;5.0;A18JMTNR8STMSG;B0007KPP7G
453;5.0;A3PWIV7XJEL5YP;B0007KPP7G
454;3.0;A1FIEN7LBCRCRL;B0007KPP7G
455;4.0;AT88QVJENZWBK;B0007KPP7G
456;5.0;A3617TIA0J5W2P;B0007KPP7G
457;5.0;A3NQLKUNEG474M;B0007KPP7G
458;4.0;A2X7YU3P0FL6HK;B0007KPP7G
459;5.0;ALZZ9L2HKQDXA;B0007KPP7G
460;1.0;A2ECRIIT4JDFIM;B0007KPP7G
461;4.0;A1HB11ORN1GR53;B0007KPP7G
462;4.0;A32ONAJPENWYRZ;B0007KPP7G
463;5.0;A1U5NB7I4J4KFF;B0007KPP7G
464;5.0;A1AK46TB9W8QAV;B0007KPP7G
465;5.0;A2H5ZSBJA2IIS8;B0007KPP7G
466;5.0;A2AB2186I3TCBI;B0007KPP7G
467;5.0;AEAXOQHJNUPT;B0007KPP7G
468;1.0;A3FSF4CBFZXEGH;B0007KPP7G
469;5.0;A1WECCQRNVNN5W;B0007KPP7G
470;5.0;A5QX3F3TUCIM5;B0007KPP7G
471;5.0;AGQKRAXXLHY1A;B0007KPP7G
472;1.0;ANSI3AABHB1PD;B0007KPP7G
473;5.0;A3GYADNPH4S9FL;B0007KPP7G
474;5.0;ADK0599VREIJ;B0007KPP7G
475;5.0;A2BX9DUDN5JLZ3;B0007KPP7G
476;4.0;A2LGYV428YMLAB;B0007KPP7G
477;5.0;A3FD3GQVNKYSPS;B0007KPP7G
478;4.0;A1ROH0ZKCAEJ3G;B0007KPP7G
479;5.0;A2S0PN27W7HQRW;B0007KPP7G
480;4.0;AXBG1NUFPBMJY;B0007KPP7G
481;4.0;AXBG1NUFPBMJY;B0007KPP7G
482;1.0;A3QATB9USHG54V;B0007KPP7G
483;2.0;A2GFULQW9OMR13;B0007KPP7G
484;3.0;AFI9KK57DN312;B0007KPP7G
485;5.0;ADWB35VF7DSP5;B0007KPP7G
486;5.0;A8R4DTNJ6E0II;B0007KPP7G
