model,reranking_strategy,beta_mode,beta_value,N,fold,avg_recall,avg_precision,avg_f1,avg_ndcg,avg_EI,prop_sust_recom_items,nbr_sust_items_list,prop_sust_users,sust_coverage,coverage,avg_spearman_coef,prop_sust_recom_durable,prop_sust_recom_nondurable,gap
itemknn,A,global_0.2,0.2,5,2,0.0077,0.0052,0.006,0.0078,7.4341,0.587,2.9352,0.9756,0.8378,0.6379,-0.0521,0.5919,0.583,0.0089
itemknn,A,global_0.4,0.4,5,2,0.006,0.0038,0.0045,0.0059,3.3507,0.8206,4.103,0.9994,0.7597,0.4475,0.0392,0.8265,0.8157,0.0108
itemknn,A,global_0.6,0.6,5,2,0.0043,0.0026,0.0032,0.0043,1.2561,0.9484,4.7418,1.0,0.6246,0.2751,0.2261,0.9497,0.9473,0.0024
itemknn,A,global_0.8,0.8,5,2,0.0022,0.0012,0.0015,0.0022,0.1929,1.0,5.0,1.0,0.3069,0.1013,0.0322,1.0,1.0,0.0
itemknn,A,global_1.0,1.0,5,2,0.0007,0.0005,0.0006,0.0007,0.0195,1.0,5.0,1.0,0.0028,0.0009,0.9747,1.0,1.0,0.0
itemknn,A,behavioral,p,5,2,0.0069,0.0044,0.0052,0.0068,5.2583,0.7135,3.5674,0.9864,0.8035,0.5617,-0.0095,0.8411,0.6077,0.2334
itemknn,A,semantic,p,5,2,0.005,0.0032,0.0038,0.0052,1.8239,0.9118,4.5592,0.999,0.6596,0.3364,0.1288,0.9075,0.9154,-0.0079
itemknn,A,hybrid_5,p,5,2,0.0064,0.0041,0.0048,0.0064,3.8509,0.7927,3.9634,0.996,0.7728,0.4828,0.0407,0.8694,0.7291,0.1403
itemknn,A,hybrid_10,p,5,2,0.006,0.0038,0.0046,0.0062,3.1979,0.8296,4.1478,0.9976,0.7485,0.443,0.0762,0.8816,0.7864,0.0952
itemknn,A,hybrid_20,p,5,2,0.0056,0.0035,0.0042,0.0059,2.6717,0.862,4.31,0.9988,0.7222,0.4033,0.114,0.8908,0.8381,0.0527
itemknn,B,global_0.0,0.0,5,2,0.0081,0.0054,0.0062,0.0082,13.748,0.3166,1.5832,0.8494,0.6895,0.7039,-0.0021,0.3175,0.3159,0.0015
itemknn,B,global_0.2,0.2,5,2,0.0077,0.0051,0.0059,0.0079,9.8299,0.4732,2.3662,0.9756,0.8191,0.6918,0.0182,0.4762,0.4708,0.0054
itemknn,B,global_0.4,0.4,5,2,0.0074,0.0048,0.0057,0.0071,7.7419,0.5851,2.9254,0.9994,0.8163,0.6411,0.0887,0.5879,0.5827,0.0052
itemknn,B,global_0.6,0.6,5,2,0.007,0.0045,0.0054,0.0065,6.0747,0.6891,3.4456,1.0,0.788,0.5783,0.1946,0.6924,0.6864,0.006
itemknn,B,global_0.8,0.8,5,2,0.006,0.0037,0.0045,0.0053,4.7118,0.7764,3.8818,1.0,0.6831,0.4897,0.2608,0.777,0.7759,0.0011
itemknn,B,global_1.0,1.0,5,2,0.0007,0.0004,0.0005,0.0007,1.3997,0.8,4.0,1.0,0.0024,0.0011,0.359,0.8,0.8,0.0
itemknn,B,behavioral,p,5,2,0.0076,0.005,0.0058,0.0074,8.6801,0.5375,2.6874,0.9864,0.8206,0.668,0.0516,0.6049,0.4816,0.1234
itemknn,B,semantic,p,5,2,0.0075,0.0048,0.0057,0.007,6.4115,0.6689,3.3444,0.999,0.788,0.5933,0.1665,0.668,0.6696,-0.0017
itemknn,B,hybrid_5,p,5,2,0.0075,0.0049,0.0057,0.0072,7.9097,0.5764,2.8822,0.996,0.8171,0.6499,0.0836,0.6237,0.5372,0.0865
itemknn,B,hybrid_10,p,5,2,0.0073,0.0048,0.0056,0.0072,7.5604,0.5975,2.9876,0.9976,0.821,0.6414,0.105,0.6342,0.5671,0.0672
itemknn,B,hybrid_20,p,5,2,0.0075,0.0049,0.0057,0.0073,7.1972,0.6192,3.0958,0.9988,0.8194,0.6282,0.125,0.6432,0.5992,0.0441
itemknn,none,none,none,5,3,0.0088,0.0056,0.0066,0.0083,13.7786,0.3137,1.5686,0.8506,0.7198,0.7266,-0.0012,0.3128,0.3145,-0.0016
itemknn,A,global_0.0,0.0,5,3,0.0088,0.0056,0.0066,0.0083,13.7786,0.3137,1.5686,0.8506,0.7198,0.7266,-0.0012,0.3128,0.3145,-0.0016
itemknn,A,global_0.2,0.2,5,3,0.0081,0.0052,0.0061,0.0076,7.7674,0.5703,2.8516,0.9698,0.839,0.628,-0.0432,0.5734,0.5677,0.0057
itemknn,A,global_0.4,0.4,5,3,0.0063,0.004,0.0047,0.006,3.4877,0.8086,4.043,0.9972,0.7529,0.4407,0.0533,0.8086,0.8086,-0.0001
itemknn,A,global_0.6,0.6,5,3,0.0047,0.0029,0.0035,0.0044,1.2654,0.9454,4.7268,1.0,0.6098,0.2679,0.2396,0.9441,0.9465,-0.0024
itemknn,A,global_0.8,0.8,5,3,0.0023,0.0015,0.0018,0.0024,0.1895,1.0,5.0,1.0,0.3033,0.1001,0.0202,1.0,1.0,0.0
itemknn,A,global_1.0,1.0,5,3,0.0012,0.0008,0.0009,0.0009,0.0195,1.0,5.0,1.0,0.0028,0.0009,0.9747,1.0,1.0,0.0
itemknn,A,behavioral,p,5,3,0.0073,0.0047,0.0055,0.0069,5.5584,0.6976,3.488,0.982,0.7931,0.5495,0.0327,0.8242,0.5905,0.2337
itemknn,A,semantic,p,5,3,0.0046,0.0028,0.0034,0.0042,1.137,0.9503,4.7514,0.9998,0.5699,0.2539,0.1568,0.9452,0.9546,-0.0094
itemknn,A,hybrid_5,p,5,3,0.0063,0.0041,0.0048,0.006,3.6727,0.803,4.015,0.9952,0.7505,0.4482,0.0756,0.8744,0.7425,0.1319
itemknn,A,hybrid_10,p,5,3,0.0061,0.004,0.0046,0.0057,2.8118,0.8518,4.2592,0.998,0.7142,0.3893,0.1208,0.8955,0.8149,0.0805
itemknn,A,hybrid_20,p,5,3,0.0059,0.0038,0.0044,0.0052,2.0991,0.8943,4.4716,0.9992,0.6748,0.338,0.1596,0.9159,0.8761,0.0398
itemknn,B,global_0.0,0.0,5,3,0.0098,0.0063,0.0074,0.0091,13.967,0.3072,1.5362,0.8406,0.7011,0.7054,0.0054,0.3077,0.3069,0.0008
itemknn,B,global_0.2,0.2,5,3,0.0089,0.0057,0.0067,0.0083,10.1234,0.4589,2.2944,0.9698,0.8198,0.6821,0.0171,0.4585,0.4592,-0.0008
itemknn,B,global_0.4,0.4,5,3,0.0084,0.0055,0.0064,0.0077,7.9458,0.5722,2.8608,0.9972,0.823,0.6314,0.0895,0.5757,0.5692,0.0065
itemknn,B,global_0.6,0.6,5,3,0.0075,0.005,0.0057,0.0069,6.1985,0.6823,3.4114,1.0,0.7808,0.5572,0.1886,0.6832,0.6815,0.0018
itemknn,B,global_0.8,0.8,5,3,0.0067,0.0044,0.0051,0.006,4.8364,0.7716,3.8582,1.0,0.6732,0.4678,0.2579,0.7717,0.7716,0.0002
itemknn,B,global_1.0,1.0,5,3,0.0011,0.0008,0.0009,0.0009,1.392,0.8,4.0,1.0,0.0024,0.0011,0.359,0.8,0.8,0.0
itemknn,B,behavioral,p,5,3,0.0084,0.0055,0.0064,0.0079,8.9364,0.5246,2.6232,0.9818,0.825,0.6551,0.0564,0.5889,0.4702,0.1187
itemknn,B,semantic,p,5,3,0.0073,0.0048,0.0056,0.0067,5.8608,0.7034,3.5172,0.9998,0.7553,0.5366,0.1997,0.6998,0.7065,-0.0067
itemknn,B,hybrid_5,p,5,3,0.0078,0.0051,0.006,0.0073,7.905,0.5788,2.894,0.9952,0.8191,0.6279,0.0962,0.6255,0.5393,0.0862
itemknn,B,hybrid_10,p,5,3,0.0079,0.0052,0.006,0.0072,7.4061,0.6063,3.0316,0.998,0.8111,0.6112,0.1253,0.642,0.5761,0.0658
itemknn,B,hybrid_20,p,5,3,0.0076,0.005,0.0058,0.0068,6.9189,0.6371,3.1856,0.9992,0.8067,0.5925,0.1558,0.6594,0.6182,0.0412
itemknn,none,none,none,5,4,0.0079,0.0051,0.0059,0.0074,13.3268,0.324,1.6198,0.865,0.7346,0.7326,0.0139,0.322,0.3256,-0.0036
itemknn,A,global_0.0,0.0,5,4,0.0079,0.0051,0.0059,0.0074,13.3268,0.324,1.6198,0.865,0.7346,0.7326,0.0139,0.322,0.3256,-0.0036
itemknn,A,global_0.2,0.2,5,4,0.0072,0.0046,0.0054,0.0069,7.366,0.5796,2.8978,0.9756,0.8434,0.6339,-0.0371,0.5853,0.5748,0.0105
itemknn,A,global_0.4,0.4,5,4,0.0062,0.0039,0.0047,0.006,3.3506,0.8126,4.0632,0.9982,0.7708,0.45,0.0438,0.8197,0.8067,0.013
itemknn,A,global_0.6,0.6,5,4,0.004,0.0026,0.003,0.0038,1.1826,0.9503,4.7514,1.0,0.6265,0.2686,0.2194,0.9544,0.9468,0.0075
itemknn,A,global_0.8,0.8,5,4,0.0021,0.0013,0.0016,0.0022,0.2,1.0,5.0,1.0,0.3117,0.1029,0.025,1.0,1.0,0.0
itemknn,A,global_1.0,1.0,5,4,0.0011,0.0006,0.0008,0.0008,0.0195,1.0,5.0,1.0,0.0028,0.0009,0.9747,1.0,1.0,0.0
itemknn,A,behavioral,p,5,4,0.0062,0.004,0.0047,0.006,5.2109,0.7067,3.5336,0.983,0.8047,0.5561,0.0247,0.8349,0.5993,0.2356
itemknn,A,semantic,p,5,4,0.0045,0.0028,0.0034,0.0045,2.0783,0.8924,4.4622,0.9974,0.6875,0.3591,0.1384,0.8931,0.8919,0.0012
itemknn,A,hybrid_5,p,5,4,0.0058,0.0037,0.0044,0.0058,3.9299,0.7791,3.8954,0.994,0.7824,0.4882,0.039,0.8614,0.7101,0.1513
itemknn,A,hybrid_10,p,5,4,0.0057,0.0036,0.0043,0.0056,3.3431,0.8129,4.0646,0.9962,0.7609,0.4533,0.072,0.8714,0.7639,0.1075
itemknn,A,hybrid_20,p,5,4,0.0053,0.0033,0.004,0.0051,2.8264,0.8446,4.2232,0.9978,0.735,0.4145,0.1087,0.8796,0.8153,0.0644
itemknn,B,global_0.0,0.0,5,4,0.0091,0.0058,0.0068,0.0083,13.5629,0.3129,1.5644,0.8538,0.7106,0.7121,0.0121,0.3119,0.3137,-0.0017
itemknn,B,global_0.2,0.2,5,4,0.0075,0.0048,0.0057,0.0072,9.6783,0.472,2.3598,0.9756,0.8294,0.6882,0.0191,0.472,0.4719,0.0001
itemknn,B,global_0.4,0.4,5,4,0.0069,0.0045,0.0053,0.0067,7.6048,0.5801,2.9006,0.9982,0.8338,0.6368,0.0932,0.5846,0.5764,0.0082
itemknn,B,global_0.6,0.6,5,4,0.0064,0.0042,0.0049,0.0057,5.8754,0.6862,3.431,1.0,0.7884,0.5666,0.1823,0.6897,0.6832,0.0065
itemknn,B,global_0.8,0.8,5,4,0.0058,0.0037,0.0044,0.005,4.5552,0.7744,3.8722,1.0,0.6823,0.4791,0.2495,0.7768,0.7724,0.0044
itemknn,B,global_1.0,1.0,5,4,0.0009,0.0006,0.0007,0.0008,1.3881,0.8,4.0,1.0,0.0024,0.0011,0.359,0.8,0.8,0.0
itemknn,B,behavioral,p,5,4,0.0075,0.0048,0.0057,0.007,8.4973,0.5342,2.6708,0.9824,0.829,0.6609,0.0662,0.5998,0.4791,0.1207
itemknn,B,semantic,p,5,4,0.0066,0.0043,0.005,0.0061,6.4615,0.652,3.2602,0.9974,0.7987,0.5897,0.1501,0.6513,0.6526,-0.0013
itemknn,B,hybrid_5,p,5,4,0.0072,0.0046,0.0054,0.0067,7.8429,0.569,2.8448,0.994,0.8318,0.6421,0.0902,0.6139,0.5312,0.0827
itemknn,B,hybrid_10,p,5,4,0.0072,0.0046,0.0055,0.0067,7.5305,0.587,2.935,0.9962,0.8266,0.6308,0.1081,0.623,0.5568,0.0661
itemknn,B,hybrid_20,p,5,4,0.0068,0.0044,0.0052,0.0063,7.174,0.6071,3.0356,0.9978,0.8222,0.6196,0.1245,0.6318,0.5865,0.0453
itemknn,none,none,none,5,5,0.008,0.0054,0.0062,0.0077,13.5991,0.311,1.5552,0.8458,0.7138,0.7212,-0.0026,0.3111,0.311,0.0002
itemknn,A,global_0.0,0.0,5,5,0.008,0.0054,0.0062,0.0077,13.5991,0.311,1.5552,0.8458,0.7138,0.7212,-0.0026,0.3111,0.311,0.0002
itemknn,A,global_0.2,0.2,5,5,0.007,0.0049,0.0056,0.0068,7.6597,0.5667,2.8336,0.9666,0.837,0.6233,-0.0322,0.573,0.5614,0.0115
itemknn,A,global_0.4,0.4,5,5,0.0058,0.0038,0.0045,0.0059,3.5145,0.8054,4.0272,0.9976,0.7489,0.4364,0.0382,0.8091,0.8023,0.0068
itemknn,A,global_0.6,0.6,5,5,0.0045,0.003,0.0035,0.0047,1.1872,0.9475,4.7376,1.0,0.6002,0.2643,0.2207,0.9496,0.9458,0.0038
itemknn,A,global_0.8,0.8,5,5,0.0024,0.0017,0.0019,0.0026,0.1963,1.0,5.0,1.0,0.3041,0.1004,0.0187,1.0,1.0,0.0
itemknn,A,global_1.0,1.0,5,5,0.0015,0.001,0.0011,0.0013,0.0195,1.0,5.0,1.0,0.0028,0.0009,0.9747,1.0,1.0,0.0
itemknn,A,behavioral,p,5,5,0.0067,0.0046,0.0053,0.0065,5.471,0.6962,3.4808,0.9794,0.7927,0.5457,0.0144,0.8212,0.5896,0.2316
itemknn,A,semantic,p,5,5,0.0052,0.0034,0.004,0.0052,2.0959,0.8915,4.4574,0.9972,0.6485,0.3449,0.1353,0.8894,0.8933,-0.0039
itemknn,A,hybrid_5,p,5,5,0.0058,0.0039,0.0045,0.0058,4.0951,0.7725,3.8624,0.992,0.764,0.4776,0.0408,0.85,0.7064,0.1436
itemknn,A,hybrid_10,p,5,5,0.0055,0.0036,0.0042,0.0055,3.439,0.8095,4.0476,0.9946,0.7369,0.4362,0.0661,0.8626,0.7643,0.0983
itemknn,A,hybrid_20,p,5,5,0.0053,0.0035,0.0041,0.0053,2.9242,0.8406,4.203,0.9958,0.7094,0.4018,0.1089,0.8732,0.8128,0.0604
itemknn,B,global_0.0,0.0,5,5,0.0082,0.0054,0.0062,0.008,13.7875,0.3036,1.518,0.8354,0.6967,0.7046,0.0063,0.3042,0.3031,0.0011
itemknn,B,global_0.2,0.2,5,5,0.0074,0.0051,0.0058,0.0072,9.9653,0.4594,2.2972,0.9666,0.8202,0.6782,0.0167,0.4622,0.4571,0.0051
itemknn,B,global_0.4,0.4,5,5,0.0072,0.005,0.0057,0.0071,7.8884,0.5704,2.852,0.9976,0.8198,0.6249,0.0994,0.5735,0.5678,0.0057
itemknn,B,global_0.6,0.6,5,5,0.0066,0.0044,0.0051,0.0064,6.0868,0.6809,3.4046,1.0,0.7716,0.5511,0.1859,0.6835,0.6787,0.0047
itemknn,B,global_0.8,0.8,5,5,0.0062,0.0042,0.0048,0.0056,4.673,0.7729,3.8646,1.0,0.6688,0.4668,0.2452,0.774,0.772,0.002
itemknn,B,global_1.0,1.0,5,5,0.0012,0.0008,0.0009,0.001,1.4035,0.8,4.0,1.0,0.0024,0.0011,0.359,0.8,0.8,0.0
itemknn,B,behavioral,p,5,5,0.0074,0.0052,0.0059,0.0072,8.7988,0.5226,2.6132,0.9788,0.8159,0.6496,0.0666,0.5873,0.4676,0.1197
itemknn,B,semantic,p,5,5,0.0065,0.0045,0.0051,0.0064,6.592,0.6506,3.2528,0.9972,0.7796,0.5704,0.1624,0.649,0.6519,-0.003
itemknn,B,hybrid_5,p,5,5,0.0074,0.0052,0.0058,0.0071,8.1165,0.56,2.8002,0.992,0.8198,0.6303,0.0946,0.6059,0.521,0.085
itemknn,B,hybrid_10,p,5,5,0.0068,0.0048,0.0054,0.0067,7.7512,0.5798,2.899,0.9946,0.8143,0.6176,0.1085,0.6157,0.5492,0.0666
itemknn,B,hybrid_20,p,5,5,0.0066,0.0046,0.0052,0.0065,7.3846,0.6022,3.011,0.9958,0.8063,0.6053,0.1309,0.6272,0.5809,0.0463
